,y_name,orf_name
163,YBL039C,URA7
164,YBL039C-A,YBL039C-A
165,YBL039W-B,YBL039W-B
166,YBL040C,ERD2
167,YBL041W,PRE7
168,YBL042C,FUI1
169,YBL043W,ECM13
170,YBL044W,YBL044W
171,YBL045C,COR1
172,YBL046W,PSY4
173,YBL047C,EDE1
174,YBL048W,RRT1
175,YBL049W,MOH1
176,YBL050W,SEC17
177,YBL051C,PIN4
178,YBL052C,SAS3
179,YBL053W,YBL053W
180,YBL054W,TOD6
181,YBL055C,YBL055C
182,YBL056W,PTC3
183,YBL057C,PTH2
184,YBL058W,SHP1
185,YBL059C-A,CMC2
186,YBL059W,YBL059W
187,YBL060W,YEL1
188,YBL061C,SKT5
189,YBL062W,YBL062W
190,YBL063W,KIP1
191,YBL064C,PRX1
192,YBL065W,YBL065W
193,YBL066C,SEF1
194,YBL067C,UBP13
195,YBL068W,PRS4
196,YBL068W-A,YBL068W-A
197,YBL069W,AST1
198,YBL070C,YBL070C
199,YBL071C,YBL071C
200,YBL071C-B,YBL071C-B
201,YBL071W-A,KTI11
202,YBL072C,RPS8A
203,YBL073W,YBL073W
204,YBL074C,AAR2
205,YBL075C,SSA3
206,YBL076C,ILS1
207,YBL077W,YBL077W
208,YBL078C,ATG8
209,YBL079W,NUP170
210,YBL080C,PET112
211,YBL081W,YBL081W
212,YBL082C,ALG3
213,YBL083C,YBL083C
214,YBL084C,CDC27
215,YBL085W,BOI1
216,YBL086C,YBL086C
217,YBL087C,RPL23A
218,YBL088C,TEL1
219,YBL089W,AVT5
220,YBL090W,MRP21
221,YBL091C,MAP2
222,YBL091C-A,SCS22
223,YBL092W,RPL32
224,YBL093C,ROX3
225,YBL094C,YBL094C
226,YBL095W,YBL095W
227,YBL096C,YBL096C
228,YBL097W,BRN1
229,YBL098W,BNA4
230,YBL099W,ATP1
231,YBL100C,YBL100C
232,YBL100W-A,YBL100W-A
233,YBL100W-B,YBL100W-B
234,YBL100W-C,YBL100W-C
235,YBL101C,ECM21
236,YBL102W,SFT2
237,YBL103C,RTG3
238,YBL104C,SEA4
239,YBL105C,PKC1
240,YBL106C,SRO77
241,YBL107C,MIX23
242,YBL107W-A,YBL107W-A
243,YBL108C-A,PAU9
244,YBL108W,YBL108W
245,YBL109W,YBL109W
246,YBL111C,YBL111C
247,YBL112C,YBL112C
248,YBL113C,YBL113C
249,YBL113W-A,YBL113W-A
250,YBR001C,NTH2
251,YBR002C,RER2
252,YBR003W,COQ1
253,YBR004C,GPI18
254,YBR005W,RCR1
255,YBR006W,UGA2
256,YBR007C,DSF2
257,YBR008C,FLR1
258,YBR009C,HHF1
259,YBR010W,HHT1
260,YBR011C,IPP1
261,YBR012C,YBR012C
262,YBR012W-A,YBR012W-A
263,YBR012W-B,YBR012W-B
264,YBR013C,YBR013C
265,YBR014C,GRX7
266,YBR015C,MNN2
267,YBR016W,YBR016W
268,YBR017C,KAP104
269,YBR018C,GAL7
270,YBR019C,GAL10
271,YBR020W,GAL1
272,YBR021W,FUR4
273,YBR022W,POA1
274,YBR023C,CHS3
275,YBR024W,SCO2
276,YBR025C,OLA1
277,YBR026C,ETR1
278,YBR027C,YBR027C
279,YBR028C,YPK3
280,YBR029C,CDS1
281,YBR030W,RKM3
282,YBR031W,RPL4A
283,YBR032W,YBR032W
284,YBR033W,EDS1
285,YBR034C,HMT1
286,YBR035C,PDX3
287,YBR036C,CSG2
288,YBR037C,SCO1
289,YBR038W,CHS2
290,YBR039W,ATP3
291,YBR040W,FIG1
292,YBR041W,FAT1
293,YBR042C,CST26
294,YBR043C,QDR3
295,YBR044C,TCM62
296,YBR045C,GIP1
297,YBR046C,ZTA1
298,YBR047W,FMP23
299,YBR048W,RPS11B
300,YBR049C,REB1
301,YBR050C,REG2
302,YBR051W,YBR051W
303,YBR052C,RFS1
304,YBR053C,YBR053C
305,YBR054W,YRO2
306,YBR055C,PRP6
307,YBR056C-B,YBR056C-B
308,YBR056W,YBR056W
309,YBR056W-A,YBR056W-A
310,YBR057C,MUM2
311,YBR058C,UBP14
312,YBR058C-A,TSC3
313,YBR059C,AKL1
314,YBR060C,ORC2
315,YBR061C,TRM7
316,YBR062C,YBR062C
317,YBR063C,YBR063C
318,YBR064W,YBR064W
319,YBR065C,ECM2
320,YBR066C,NRG2
321,YBR067C,TIP1
322,YBR068C,BAP2
323,YBR069C,TAT1
324,YBR070C,ALG14
325,YBR071W,YBR071W
326,YBR072C-A,YBR072C-A
327,YBR072W,HSP26
328,YBR073W,RDH54
329,YBR074W,PFF1
330,YBR076C-A,YBR076C-A
331,YBR076W,ECM8
332,YBR077C,SLM4
333,YBR078W,ECM33
334,YBR079C,RPG1
335,YBR080C,SEC18
336,YBR081C,SPT7
337,YBR082C,UBC4
338,YBR083W,TEC1
339,YBR084C-A,RPL19A
340,YBR084W,MIS1
341,YBR085C-A,YBR085C-A
342,YBR085W,AAC3
343,YBR086C,IST2
344,YBR087W,RFC5
345,YBR088C,POL30
346,YBR089C-A,NHP6B
347,YBR089W,YBR089W
348,YBR090C,YBR090C
349,YBR091C,TIM12
350,YBR092C,PHO3
351,YBR093C,PHO5
352,YBR094W,PBY1
353,YBR095C,RXT2
354,YBR096W,YBR096W
355,YBR097W,VPS15
356,YBR098W,MMS4
357,YBR099C,YBR099C
358,YBR101C,FES1
359,YBR102C,EXO84
360,YBR103C-A,YBR103C-A
361,YBR103W,SIF2
362,YBR104W,YMC2
363,YBR105C,VID24
364,YBR106W,PHO88
365,YBR107C,IML3
366,YBR108W,AIM3
367,YBR109C,CMD1
368,YBR109W-A,YBR109W-A
369,YBR110W,ALG1
370,YBR111C,YSA1
371,YBR111W-A,SUS1
372,YBR112C,CYC8
373,YBR113W,YBR113W
374,YBR114W,RAD16
375,YBR115C,LYS2
376,YBR116C,YBR116C
377,YBR117C,TKL2
378,YBR118W,TEF2
379,YBR119W,MUD1
380,YBR120C,CBP6
381,YBR121C,GRS1
382,YBR121C-A,YBR121C-A
383,YBR122C,MRPL36
384,YBR123C,TFC1
385,YBR124W,YBR124W
386,YBR125C,PTC4
387,YBR126C,TPS1
388,YBR126W-A,YBR126W-A
389,YBR126W-B,YBR126W-B
390,YBR127C,VMA2
391,YBR128C,ATG14
392,YBR129C,OPY1
393,YBR130C,SHE3
394,YBR131C-A,YBR131C-A
395,YBR131W,CCZ1
396,YBR132C,AGP2
397,YBR133C,HSL7
398,YBR134W,YBR134W
399,YBR135W,CKS1
400,YBR136W,MEC1
401,YBR137W,YBR137W
402,YBR138C,YBR138C
403,YBR139W,YBR139W
404,YBR140C,IRA1
405,YBR141C,BMT2
406,YBR141W-A,YBR141W-A
407,YBR142W,MAK5
408,YBR143C,SUP45
409,YBR144C,YBR144C
410,YBR145W,ADH5
411,YBR146W,MRPS9
412,YBR147W,RTC2
413,YBR148W,YSW1
414,YBR149W,ARA1
415,YBR150C,TBS1
416,YBR151W,APD1
417,YBR152W,SPP381
418,YBR153W,RIB7
419,YBR154C,RPB5
420,YBR155W,CNS1
421,YBR156C,SLI15
422,YBR157C,ICS2
423,YBR158W,AMN1
424,YBR159W,IFA38
425,YBR160W,CDC28
426,YBR161W,CSH1
427,YBR162C,TOS1
428,YBR162W-A,YSY6
429,YBR163W,EXO5
430,YBR164C,ARL1
431,YBR165W,UBS1
432,YBR166C,TYR1
433,YBR167C,POP7
434,YBR168W,PEX32
435,YBR169C,SSE2
436,YBR170C,NPL4
437,YBR171W,SEC66
438,YBR172C,SMY2
439,YBR173C,UMP1
440,YBR174C,YBR174C
441,YBR175W,SWD3
442,YBR176W,ECM31
443,YBR177C,EHT1
444,YBR178W,YBR178W
445,YBR179C,FZO1
446,YBR180W,DTR1
447,YBR181C,RPS6B
448,YBR182C,SMP1
449,YBR182C-A,YBR182C-A
450,YBR183W,YPC1
451,YBR184W,YBR184W
452,YBR185C,MBA1
453,YBR186W,PCH2
454,YBR187W,GDT1
455,YBR188C,NTC20
456,YBR189W,RPS9B
457,YBR190W,YBR190W
458,YBR191W,RPL21A
459,YBR191W-A,YBR191W-A
460,YBR192W,RIM2
461,YBR193C,MED8
462,YBR194W,AIM4
463,YBR195C,MSI1
464,YBR196C,PGI1
465,YBR196C-A,YBR196C-A
466,YBR196C-B,YBR196C-B
467,YBR197C,YBR197C
468,YBR198C,TAF5
469,YBR199W,KTR4
470,YBR200W,BEM1
471,YBR200W-A,YBR200W-A
472,YBR201C-A,YBR201C-A
473,YBR201W,DER1
474,YBR202W,MCM7
475,YBR203W,COS111
476,YBR204C,LDH1
477,YBR205W,KTR3
478,YBR206W,YBR206W
479,YBR207W,FTH1
480,YBR208C,"DUR1,2"
481,YBR209W,YBR209W
482,YBR210W,ERV15
483,YBR211C,AME1
484,YBR212W,NGR1
485,YBR213W,MET8
486,YBR214W,SDS24
487,YBR215W,HPC2
488,YBR216C,YBP1
489,YBR217W,ATG12
490,YBR218C,PYC2
491,YBR219C,YBR219C
492,YBR220C,YBR220C
493,YBR221C,PDB1
494,YBR221W-A,YBR221W-A
495,YBR222C,PCS60
496,YBR223C,TDP1
497,YBR223W-A,YBR223W-A
498,YBR224W,YBR224W
499,YBR225W,YBR225W
500,YBR226C,YBR226C
501,YBR227C,MCX1
502,YBR228W,SLX1
503,YBR229C,ROT2
504,YBR230C,OM14
505,YBR230W-A,YBR230W-A
506,YBR231C,SWC5
507,YBR232C,YBR232C
508,YBR233W,PBP2
509,YBR233W-A,DAD3
510,YBR234C,ARC40
511,YBR235W,VHC1
512,YBR236C,ABD1
513,YBR237W,PRP5
514,YBR238C,YBR238C
515,YBR239C,ERT1
516,YBR240C,THI2
517,YBR241C,YBR241C
518,YBR242W,YBR242W
519,YBR243C,ALG7
520,YBR244W,GPX2
521,YBR245C,ISW1
522,YBR246W,RRT2
523,YBR247C,ENP1
524,YBR248C,HIS7
525,YBR249C,ARO4
526,YBR250W,SPO23
527,YBR251W,MRPS5
528,YBR252W,DUT1
529,YBR253W,SRB6
530,YBR254C,TRS20
531,YBR255C-A,YBR255C-A
532,YBR255W,MTC4
533,YBR256C,RIB5
534,YBR257W,POP4
535,YBR258C,SHG1
536,YBR259W,YBR259W
537,YBR260C,RGD1
538,YBR261C,TAE1
539,YBR262C,MIC12
540,YBR263W,SHM1
541,YBR264C,YPT10
542,YBR265W,TSC10
543,YBR266C,SLM6
544,YBR267W,REI1
545,YBR268W,MRPL37
546,YBR269C,SDH8
547,YBR270C,BIT2
548,YBR271W,EFM2
549,YBR272C,HSM3
550,YBR273C,UBX7
551,YBR274W,CHK1
552,YBR275C,RIF1
553,YBR276C,PPS1
554,YBR277C,YBR277C
555,YBR278W,DPB3
556,YBR279W,PAF1
557,YBR280C,SAF1
558,YBR281C,DUG2
559,YBR282W,MRPL27
560,YBR283C,SSH1
561,YBR284W,YBR284W
562,YBR285W,YBR285W
563,YBR286W,APE3
564,YBR287W,YBR287W
565,YBR288C,APM3
566,YBR289W,SNF5
567,YBR290W,BSD2
568,YBR291C,CTP1
569,YBR292C,YBR292C
570,YBR293W,VBA2
571,YBR294W,SUL1
572,YBR295W,PCA1
573,YBR296C,PHO89
574,YBR296C-A,YBR296C-A
575,YBR297W,MAL33
576,YBR298C,MAL31
577,YBR298C-A,YBR298C-A
578,YBR299W,MAL32
579,YBR300C,YBR300C
580,YBR301W,PAU24
581,YBR302C,COS2
582,YCL001W,RER1
583,YCL001W-A,YCL001W-A
584,YCL001W-B,YCL001W-B
585,YCL002C,YCL002C
586,YCL004W,PGS1
587,YCL005W,LDB16
588,YCL005W-A,VMA9
589,YCL007C,YCL007C
590,YCL008C,STP22
591,YCL009C,ILV6
592,YCL010C,SGF29
593,YCL011C,GBP2
594,YCL012C,YCL012C
595,YCL014W,BUD3
596,YCL016C,DCC1
597,YCL017C,NFS1
598,YCL018W,LEU2
599,YCL019W,YCL019W
600,YCL020W,YCL020W
601,YCL021W-A,YCL021W-A
602,YCL022C,YCL022C
603,YCL023C,YCL023C
604,YCL024W,KCC4
605,YCL025C,AGP1
606,YCL026C-A,FRM2
607,YCL026C-B,HBN1
608,YCL027W,FUS1
609,YCL028W,RNQ1
610,YCL029C,BIK1
611,YCL030C,HIS4
612,YCL031C,RRP7
613,YCL032W,STE50
614,YCL033C,MXR2
615,YCL034W,LSB5
616,YCL035C,GRX1
617,YCL036W,GFD2
618,YCL037C,SRO9
619,YCL038C,ATG22
620,YCL039W,GID7
621,YCL040W,GLK1
622,YCL041C,YCL041C
623,YCL042W,YCL042W
624,YCL043C,PDI1
625,YCL044C,MGR1
626,YCL045C,EMC1
627,YCL046W,YCL046W
628,YCL047C,POF1
629,YCL048W,SPS22
630,YCL048W-A,YCL048W-A
631,YCL049C,YCL049C
632,YCL050C,APA1
633,YCL051W,LRE1
634,YCL052C,PBN1
635,YCL054W,SPB1
636,YCL054W-A,RDT1
637,YCL055W,KAR4
638,YCL056C,PEX34
639,YCL057C-A,MIC10
640,YCL057W,PRD1
641,YCL058C,FYV5
642,YCL058W-A,ADF1
643,YCL059C,KRR1
644,YCL061C,MRC1
645,YCL063W,VAC17
646,YCL064C,CHA1
647,YCL065W,YCL065W
648,YCL066W,HMLALPHA1
649,YCL067C,HMLALPHA2
650,YCL068C,YCL068C
651,YCL069W,VBA3
652,YCL073C,GEX1
653,YCL074W,YCL074W
654,YCL075W,YCL075W
655,YCL076W,YCL076W
656,YCR001W,YCR001W
657,YCR002C,CDC10
658,YCR003W,MRPL32
659,YCR004C,YCP4
660,YCR005C,CIT2
661,YCR006C,YCR006C
662,YCR007C,YCR007C
663,YCR008W,SAT4
664,YCR009C,RVS161
665,YCR010C,ADY2
666,YCR011C,ADP1
667,YCR012W,PGK1
668,YCR013C,YCR013C
669,YCR014C,POL4
670,YCR015C,YCR015C
671,YCR016W,YCR016W
672,YCR017C,CWH43
673,YCR018C,SRD1
674,YCR018C-A,YCR018C-A
675,YCR019W,MAK32
676,YCR020C,PET18
677,YCR020C-A,MAK31
678,YCR020W-B,HTL1
679,YCR021C,HSP30
680,YCR022C,YCR022C
681,YCR023C,YCR023C
682,YCR024C,SLM5
683,YCR024C-A,PMP1
684,YCR024C-B,YCR024C-B
685,YCR025C,YCR025C
686,YCR026C,NPP1
687,YCR027C,RHB1
688,YCR028C,FEN2
689,YCR028C-A,RIM1
690,YCR030C,SYP1
691,YCR031C,RPS14A
692,YCR032W,BPH1
693,YCR033W,SNT1
694,YCR034W,ELO2
695,YCR035C,RRP43
696,YCR036W,RBK1
697,YCR037C,PHO87
698,YCR038C,BUD5
699,YCR038W-A,YCR038W-A
700,YCR039C,MATALPHA2
701,YCR040W,MATALPHA1
702,YCR041W,YCR041W
703,YCR042C,TAF2
704,YCR043C,YCR043C
705,YCR044C,PER1
706,YCR045C,RRT12
707,YCR045W-A,YCR045W-A
708,YCR046C,IMG1
709,YCR047C,BUD23
710,YCR047W-A,YCR047W-A
711,YCR048W,ARE1
712,YCR049C,YCR049C
713,YCR050C,YCR050C
714,YCR051W,YCR051W
715,YCR052W,RSC6
716,YCR053W,THR4
717,YCR054C,CTR86
718,YCR057C,PWP2
719,YCR059C,YIH1
720,YCR060W,TAH1
721,YCR061W,YCR061W
722,YCR063W,BUD31
723,YCR064C,YCR064C
724,YCR065W,HCM1
725,YCR066W,RAD18
726,YCR067C,SED4
727,YCR068W,ATG15
728,YCR069W,CPR4
729,YCR071C,IMG2
730,YCR072C,RSA4
731,YCR073C,SSK22
732,YCR073W-A,SOL2
733,YCR075C,ERS1
734,YCR075W-A,YCR075W-A
735,YCR076C,FUB1
736,YCR077C,PAT1
737,YCR079W,PTC6
738,YCR081C-A,YCR081C-A
739,YCR081W,SRB8
740,YCR082W,AHC2
741,YCR083W,TRX3
742,YCR084C,TUP1
743,YCR085W,YCR085W
744,YCR086W,CSM1
745,YCR087C-A,YCR087C-A
746,YCR087W,YCR087W
747,YCR088W,ABP1
748,YCR089W,FIG2
749,YCR090C,YCR090C
750,YCR091W,KIN82
751,YCR092C,MSH3
752,YCR093W,CDC39
753,YCR094W,CDC50
754,YCR095C,OCA4
755,YCR095W-A,YCR095W-A
756,YCR096C,HMRA2
757,YCR097W,HMRA1
758,YCR097W-A,YCR097W-A
759,YCR098C,GIT1
760,YCR099C,YCR099C
761,YCR100C,YCR100C
762,YCR101C,YCR101C
763,YCR102C,YCR102C
764,YCR102W-A,YCR102W-A
765,YCR104W,PAU3
766,YCR105W,ADH7
767,YCR106W,RDS1
768,YCR107W,AAD3
769,YCR108C,YCR108C
770,YDL001W,RMD1
771,YDL002C,NHP10
772,YDL003W,MCD1
773,YDL004W,ATP16
774,YDL005C,MED2
775,YDL006W,PTC1
776,YDL007C-A,YDL007C-A
777,YDL007W,RPT2
778,YDL008W,APC11
779,YDL009C,YDL009C
780,YDL010W,GRX6
781,YDL011C,YDL011C
782,YDL012C,YDL012C
783,YDL013W,SLX5
784,YDL014W,NOP1
785,YDL015C,TSC13
786,YDL016C,YDL016C
787,YDL017W,CDC7
788,YDL018C,ERP3
789,YDL019C,OSH2
790,YDL020C,RPN4
791,YDL021W,GPM2
792,YDL022C-A,YDL022C-A
793,YDL022W,GPD1
794,YDL023C,YDL023C
795,YDL024C,DIA3
796,YDL025C,RTK1
797,YDL025W-A,YDL025W-A
798,YDL026W,YDL026W
799,YDL027C,YDL027C
800,YDL028C,MPS1
801,YDL029W,ARP2
802,YDL030W,PRP9
803,YDL031W,DBP10
804,YDL032W,YDL032W
805,YDL033C,SLM3
806,YDL034W,YDL034W
807,YDL035C,GPR1
808,YDL036C,PUS9
809,YDL037C,BSC1
810,YDL039C,PRM7
811,YDL040C,NAT1
812,YDL041W,YDL041W
813,YDL042C,SIR2
814,YDL043C,PRP11
815,YDL044C,MTF2
816,YDL045C,FAD1
817,YDL045W-A,MRP10
818,YDL046W,NPC2
819,YDL047W,SIT4
820,YDL048C,STP4
821,YDL049C,KNH1
822,YDL050C,YDL050C
823,YDL051W,LHP1
824,YDL052C,SLC1
825,YDL053C,PBP4
826,YDL054C,MCH1
827,YDL055C,PSA1
828,YDL056W,MBP1
829,YDL057W,YDL057W
830,YDL058W,USO1
831,YDL059C,RAD59
832,YDL060W,TSR1
833,YDL061C,RPS29B
834,YDL062W,YDL062W
835,YDL063C,SYO1
836,YDL064W,UBC9
837,YDL065C,PEX19
838,YDL066W,IDP1
839,YDL067C,COX9
840,YDL068W,YDL068W
841,YDL069C,CBS1
842,YDL070W,BDF2
843,YDL071C,YDL071C
844,YDL072C,YET3
845,YDL073W,YDL073W
846,YDL074C,BRE1
847,YDL075W,RPL31A
848,YDL076C,RXT3
849,YDL077C,VAM6
850,YDL078C,MDH3
851,YDL079C,MRK1
852,YDL080C,THI3
853,YDL081C,RPP1A
854,YDL082W,RPL13A
855,YDL083C,RPS16B
856,YDL084W,SUB2
857,YDL085C-A,YDL085C-A
858,YDL085W,NDE2
859,YDL086C-A,YDL086C-A
860,YDL086W,YDL086W
861,YDL087C,LUC7
862,YDL088C,ASM4
863,YDL089W,NUR1
864,YDL090C,RAM1
865,YDL091C,UBX3
866,YDL092W,SRP14
867,YDL093W,PMT5
868,YDL094C,YDL094C
869,YDL095W,PMT1
870,YDL096C,OPI6
871,YDL097C,RPN6
872,YDL098C,SNU23
873,YDL099W,BUG1
874,YDL100C,GET3
875,YDL101C,DUN1
876,YDL102W,POL3
877,YDL103C,QRI1
878,YDL104C,QRI7
879,YDL105W,NSE4
880,YDL106C,PHO2
881,YDL107W,MSS2
882,YDL108W,KIN28
883,YDL109C,YDL109C
884,YDL110C,TMA17
885,YDL111C,RRP42
886,YDL112W,TRM3
887,YDL113C,ATG20
888,YDL114W,YDL114W
889,YDL114W-A,YDL114W-A
890,YDL115C,IWR1
891,YDL116W,NUP84
892,YDL117W,CYK3
893,YDL118W,YDL118W
894,YDL119C,YDL119C
895,YDL120W,YFH1
896,YDL121C,YDL121C
897,YDL122W,UBP1
898,YDL123W,SNA4
899,YDL124W,YDL124W
900,YDL125C,HNT1
901,YDL126C,CDC48
902,YDL127W,PCL2
903,YDL128W,VCX1
904,YDL129W,YDL129W
905,YDL130W,RPP1B
906,YDL130W-A,STF1
907,YDL131W,LYS21
908,YDL132W,CDC53
909,YDL133C-A,RPL41B
910,YDL133W,SRF1
911,YDL134C,PPH21
912,YDL135C,RDI1
913,YDL136W,RPL35B
914,YDL137W,ARF2
915,YDL138W,RGT2
916,YDL139C,SCM3
917,YDL140C,RPO21
918,YDL141W,BPL1
919,YDL142C,CRD1
920,YDL143W,CCT4
921,YDL144C,YDL144C
922,YDL145C,COP1
923,YDL146W,LDB17
924,YDL147W,RPN5
925,YDL148C,NOP14
926,YDL149W,ATG9
927,YDL150W,RPC53
928,YDL151C,BUD30
929,YDL152W,YDL152W
930,YDL153C,SAS10
931,YDL154W,MSH5
932,YDL155W,CLB3
933,YDL156W,CMR1
934,YDL157C,YDL157C
935,YDL158C,YDL158C
936,YDL159C-B,YDL159C-B
937,YDL159W,STE7
938,YDL159W-A,YDL159W-A
939,YDL160C,DHH1
940,YDL160C-A,MHF2
941,YDL161W,ENT1
942,YDL162C,YDL162C
943,YDL163W,YDL163W
944,YDL164C,CDC9
945,YDL165W,CDC36
946,YDL166C,FAP7
947,YDL167C,NRP1
948,YDL168W,SFA1
949,YDL169C,UGX2
950,YDL170W,UGA3
951,YDL171C,GLT1
952,YDL172C,YDL172C
953,YDL173W,PAR32
954,YDL174C,DLD1
955,YDL175C,AIR2
956,YDL176W,YDL176W
957,YDL177C,YDL177C
958,YDL178W,DLD2
959,YDL179W,PCL9
960,YDL180W,YDL180W
961,YDL181W,INH1
962,YDL182W,LYS20
963,YDL183C,YDL183C
964,YDL184C,RPL41A
965,YDL185C-A,YDL185C-A
966,YDL185W,VMA1
967,YDL186W,YDL186W
968,YDL187C,YDL187C
969,YDL188C,PPH22
970,YDL189W,RBS1
971,YDL190C,UFD2
972,YDL191W,RPL35A
973,YDL192W,ARF1
974,YDL193W,NUS1
975,YDL194W,SNF3
976,YDL195W,SEC31
977,YDL196W,YDL196W
978,YDL197C,ASF2
979,YDL198C,GGC1
980,YDL199C,YDL199C
981,YDL200C,MGT1
982,YDL201W,TRM8
983,YDL202W,MRPL11
984,YDL203C,ACK1
985,YDL204W,RTN2
986,YDL205C,HEM3
987,YDL206W,YDL206W
988,YDL207W,GLE1
989,YDL208W,NHP2
990,YDL209C,CWC2
991,YDL210W,UGA4
992,YDL211C,YDL211C
993,YDL212W,SHR3
994,YDL213C,NOP6
995,YDL214C,PRR2
996,YDL215C,GDH2
997,YDL216C,RRI1
998,YDL217C,TIM22
999,YDL218W,YDL218W
1000,YDL219W,DTD1
1001,YDL220C,CDC13
1002,YDL221W,YDL221W
1003,YDL222C,FMP45
1004,YDL223C,HBT1
1005,YDL224C,WHI4
1006,YDL225W,SHS1
1007,YDL226C,GCS1
1008,YDL227C,HO
1009,YDL228C,YDL228C
1010,YDL229W,SSB1
1011,YDL230W,PTP1
1012,YDL231C,BRE4
1013,YDL232W,OST4
1014,YDL233W,MFG1
1015,YDL234C,GYP7
1016,YDL235C,YPD1
1017,YDL236W,PHO13
1018,YDL237W,AIM6
1019,YDL238C,GUD1
1020,YDL239C,ADY3
1021,YDL240C-A,YDL240C-A
1022,YDL240W,LRG1
1023,YDL241W,YDL241W
1024,YDL242W,YDL242W
1025,YDL243C,AAD4
1026,YDL244W,THI13
1027,YDL245C,HXT15
1028,YDL246C,SOR2
1029,YDL247W,MPH2
1030,YDL247W-A,YDL247W-A
1031,YDL248W,COS7
1032,YDR001C,NTH1
1033,YDR002W,YRB1
1034,YDR003W,RCR2
1035,YDR003W-A,YDR003W-A
1036,YDR004W,RAD57
1037,YDR005C,MAF1
1038,YDR006C,SOK1
1039,YDR007W,TRP1
1040,YDR008C,YDR008C
1041,YDR009W,GAL3
1042,YDR010C,YDR010C
1043,YDR011W,SNQ2
1044,YDR012W,RPL4B
1045,YDR013W,PSF1
1046,YDR014W,RAD61
1047,YDR014W-A,HED1
1048,YDR015C,YDR015C
1049,YDR016C,DAD1
1050,YDR017C,KCS1
1051,YDR018C,YDR018C
1052,YDR019C,GCV1
1053,YDR020C,DAS2
1054,YDR021W,FAL1
1055,YDR022C,ATG31
1056,YDR023W,SES1
1057,YDR024W,FYV1
1058,YDR025W,RPS11A
1059,YDR026C,NSI1
1060,YDR027C,VPS54
1061,YDR028C,REG1
1062,YDR029W,YDR029W
1063,YDR030C,RAD28
1064,YDR031W,MIX14
1065,YDR032C,PST2
1066,YDR033W,MRH1
1067,YDR034C,LYS14
1068,YDR034C-A,YDR034C-A
1069,YDR034C-C,YDR034C-C
1070,YDR034C-D,YDR034C-D
1071,YDR034W-B,YDR034W-B
1072,YDR035W,ARO3
1073,YDR036C,EHD3
1074,YDR037W,KRS1
1075,YDR038C,ENA5
1076,YDR039C,ENA2
1077,YDR040C,ENA1
1078,YDR041W,RSM10
1079,YDR042C,YDR042C
1080,YDR043C,NRG1
1081,YDR044W,HEM13
1082,YDR045C,RPC11
1083,YDR046C,BAP3
1084,YDR047W,HEM12
1085,YDR048C,YDR048C
1086,YDR049W,VMS1
1087,YDR050C,TPI1
1088,YDR051C,DET1
1089,YDR052C,DBF4
1090,YDR053W,YDR053W
1091,YDR054C,CDC34
1092,YDR055W,PST1
1093,YDR056C,YDR056C
1094,YDR057W,YOS9
1095,YDR058C,TGL2
1096,YDR059C,UBC5
1097,YDR060W,MAK21
1098,YDR061W,YDR061W
1099,YDR062W,LCB2
1100,YDR063W,AIM7
1101,YDR064W,RPS13
1102,YDR065W,RRG1
1103,YDR066C,RTR2
1104,YDR067C,OCA6
1105,YDR068W,DOS2
1106,YDR069C,DOA4
1107,YDR070C,FMP16
1108,YDR071C,PAA1
1109,YDR072C,IPT1
1110,YDR073W,SNF11
1111,YDR074W,TPS2
1112,YDR075W,PPH3
1113,YDR076W,RAD55
1114,YDR077W,SED1
1115,YDR078C,SHU2
1116,YDR079C-A,TFB5
1117,YDR079W,PET100
1118,YDR080W,VPS41
1119,YDR081C,PDC2
1120,YDR082W,STN1
1121,YDR083W,RRP8
1122,YDR084C,TVP23
1123,YDR085C,AFR1
1124,YDR086C,SSS1
1125,YDR087C,RRP1
1126,YDR088C,SLU7
1127,YDR089W,YDR089W
1128,YDR090C,YDR090C
1129,YDR091C,RLI1
1130,YDR092W,UBC13
1131,YDR093W,DNF2
1132,YDR094W,YDR094W
1133,YDR095C,YDR095C
1134,YDR096W,GIS1
1135,YDR097C,MSH6
1136,YDR098C,GRX3
1137,YDR098C-A,YDR098C-A
1138,YDR098C-B,YDR098C-B
1139,YDR099W,BMH2
1140,YDR100W,TVP15
1141,YDR101C,ARX1
1142,YDR102C,YDR102C
1143,YDR103W,STE5
1144,YDR104C,SPO71
1145,YDR105C,TMS1
1146,YDR106W,ARP10
1147,YDR107C,TMN2
1148,YDR108W,TRS85
1149,YDR109C,YDR109C
1150,YDR110W,FOB1
1151,YDR111C,ALT2
1152,YDR112W,IRC2
1153,YDR113C,PDS1
1154,YDR114C,YDR114C
1155,YDR115W,YDR115W
1156,YDR116C,MRPL1
1157,YDR117C,TMA64
1158,YDR118W,APC4
1159,YDR118W-A,YDR118W-A
1160,YDR119W,VBA4
1161,YDR119W-A,COX26
1162,YDR120C,TRM1
1163,YDR121W,DPB4
1164,YDR122W,KIN1
1165,YDR123C,INO2
1166,YDR124W,YDR124W
1167,YDR125C,ECM18
1168,YDR126W,SWF1
1169,YDR127W,ARO1
1170,YDR128W,MTC5
1171,YDR129C,SAC6
1172,YDR130C,FIN1
1173,YDR131C,YDR131C
1174,YDR132C,YDR132C
1175,YDR133C,YDR133C
1176,YDR134C,YDR134C
1177,YDR135C,YCF1
1178,YDR136C,VPS61
1179,YDR137W,RGP1
1180,YDR138W,HPR1
