,y_name,orf_name
1181,YDR139C,RUB1
1182,YDR140W,MTQ2
1183,YDR141C,DOP1
1184,YDR142C,PEX7
1185,YDR143C,SAN1
1186,YDR144C,MKC7
1187,YDR145W,TAF12
1188,YDR146C,SWI5
1189,YDR147W,EKI1
1190,YDR148C,KGD2
1191,YDR149C,YDR149C
1192,YDR150W,NUM1
1193,YDR151C,CTH1
1194,YDR152W,GIR2
1195,YDR153C,ENT5
1196,YDR154C,YDR154C
1197,YDR155C,CPR1
1198,YDR156W,RPA14
1199,YDR157W,YDR157W
1200,YDR158W,HOM2
1201,YDR159W,SAC3
1202,YDR160W,SSY1
1203,YDR161W,YDR161W
1204,YDR162C,NBP2
1205,YDR163W,CWC15
1206,YDR164C,SEC1
1207,YDR165W,TRM82
1208,YDR166C,SEC5
1209,YDR167W,TAF10
1210,YDR168W,CDC37
1211,YDR169C,STB3
1212,YDR169C-A,YDR169C-A
1213,YDR170C,SEC7
1214,YDR170W-A,YDR170W-A
1215,YDR171W,HSP42
1216,YDR172W,SUP35
1217,YDR173C,ARG82
1218,YDR174W,HMO1
1219,YDR175C,RSM24
1220,YDR176W,NGG1
1221,YDR177W,UBC1
1222,YDR178W,SDH4
1223,YDR179C,CSN9
1224,YDR179W-A,YDR179W-A
1225,YDR180W,SCC2
1226,YDR181C,SAS4
1227,YDR182W,CDC1
1228,YDR182W-A,YDR182W-A
1229,YDR183C-A,YDR183C-A
1230,YDR183W,PLP1
1231,YDR184C,ATC1
1232,YDR185C,UPS3
1233,YDR186C,YDR186C
1234,YDR187C,YDR187C
1235,YDR188W,CCT6
1236,YDR189W,SLY1
1237,YDR190C,RVB1
1238,YDR191W,HST4
1239,YDR192C,NUP42
1240,YDR193W,YDR193W
1241,YDR194C,MSS116
1242,YDR194W-A,YDR194W-A
1243,YDR195W,REF2
1244,YDR196C,CAB5
1245,YDR197W,CBS2
1246,YDR198C,RKM2
1247,YDR199W,YDR199W
1248,YDR200C,VPS64
1249,YDR201W,SPC19
1250,YDR202C,RAV2
1251,YDR203W,YDR203W
1252,YDR204W,COQ4
1253,YDR205W,MSC2
1254,YDR206W,EBS1
1255,YDR207C,UME6
1256,YDR208W,MSS4
1257,YDR209C,YDR209C
1258,YDR210C-C,YDR210C-C
1259,YDR210C-D,YDR210C-D
1260,YDR210W,YDR210W
1261,YDR210W-A,YDR210W-A
1262,YDR210W-B,YDR210W-B
1263,YDR211W,GCD6
1264,YDR212W,TCP1
1265,YDR213W,UPC2
1266,YDR214W,AHA1
1267,YDR215C,YDR215C
1268,YDR216W,ADR1
1269,YDR217C,RAD9
1270,YDR218C,SPR28
1271,YDR219C,MFB1
1272,YDR220C,YDR220C
1273,YDR221W,GTB1
1274,YDR222W,YDR222W
1275,YDR223W,CRF1
1276,YDR224C,HTB1
1277,YDR225W,HTA1
1278,YDR226W,ADK1
1279,YDR227W,SIR4
1280,YDR228C,PCF11
1281,YDR229W,IVY1
1282,YDR230W,YDR230W
1283,YDR231C,COX20
1284,YDR232W,HEM1
1285,YDR233C,RTN1
1286,YDR234W,LYS4
1287,YDR235W,PRP42
1288,YDR236C,FMN1
1289,YDR237W,MRPL7
1290,YDR238C,SEC26
1291,YDR239C,YDR239C
1292,YDR240C,SNU56
1293,YDR241W,BUD26
1294,YDR242W,AMD2
1295,YDR243C,PRP28
1296,YDR244W,PEX5
1297,YDR245W,MNN10
1298,YDR246W,TRS23
1299,YDR246W-A,YDR246W-A
1300,YDR247W,VHS1
1301,YDR248C,YDR248C
1302,YDR249C,YDR249C
1303,YDR250C,YDR250C
1304,YDR251W,PAM1
1305,YDR252W,BTT1
1306,YDR253C,MET32
1307,YDR254W,CHL4
1308,YDR255C,RMD5
1309,YDR256C,CTA1
1310,YDR257C,RKM4
1311,YDR258C,HSP78
1312,YDR259C,YAP6
1313,YDR260C,SWM1
1314,YDR261C,EXG2
1315,YDR261C-C,YDR261C-C
1316,YDR261C-D,YDR261C-D
1317,YDR261W-A,YDR261W-A
1318,YDR261W-B,YDR261W-B
1319,YDR262W,YDR262W
1320,YDR263C,DIN7
1321,YDR264C,AKR1
1322,YDR265W,PEX10
1323,YDR266C,HEL2
1324,YDR267C,CIA1
1325,YDR268W,MSW1
1326,YDR269C,YDR269C
1327,YDR270W,CCC2
1328,YDR271C,YDR271C
1329,YDR272W,GLO2
1330,YDR273W,DON1
1331,YDR274C,YDR274C
1332,YDR275W,BSC2
1333,YDR276C,PMP3
1334,YDR277C,MTH1
1335,YDR278C,YDR278C
1336,YDR279W,RNH202
1337,YDR280W,RRP45
1338,YDR281C,PHM6
1339,YDR282C,YDR282C
1340,YDR283C,GCN2
1341,YDR284C,DPP1
1342,YDR285W,ZIP1
1343,YDR286C,YDR286C
1344,YDR287W,INM2
1345,YDR288W,NSE3
1346,YDR289C,RTT103
1347,YDR290W,YDR290W
1348,YDR291W,HRQ1
1349,YDR292C,SRP101
1350,YDR293C,SSD1
1351,YDR294C,DPL1
1352,YDR295C,HDA2
1353,YDR296W,MHR1
1354,YDR297W,SUR2
1355,YDR298C,ATP5
1356,YDR299W,BFR2
1357,YDR300C,PRO1
1358,YDR301W,CFT1
1359,YDR302W,GPI11
1360,YDR303C,RSC3
1361,YDR304C,CPR5
1362,YDR305C,HNT2
1363,YDR306C,YDR306C
1364,YDR307W,PMT7
1365,YDR308C,SRB7
1366,YDR309C,GIC2
1367,YDR310C,SUM1
1368,YDR311W,TFB1
1369,YDR312W,SSF2
1370,YDR313C,PIB1
1371,YDR314C,RAD34
1372,YDR315C,IPK1
1373,YDR316W,OMS1
1374,YDR316W-A,YDR316W-A
1375,YDR316W-B,YDR316W-B
1376,YDR317W,HIM1
1377,YDR318W,MCM21
1378,YDR319C,YFT2
1379,YDR320C,SWA2
1380,YDR320C-A,DAD4
1381,YDR320W-B,YDR320W-B
1382,YDR321W,ASP1
1383,YDR322C-A,TIM11
1384,YDR322W,MRPL35
1385,YDR323C,PEP7
1386,YDR324C,UTP4
1387,YDR325W,YCG1
1388,YDR326C,YSP2
1389,YDR327W,YDR327W
1390,YDR328C,SKP1
1391,YDR329C,PEX3
1392,YDR330W,UBX5
1393,YDR331W,GPI8
1394,YDR332W,IRC3
1395,YDR333C,RQC1
1396,YDR334W,SWR1
1397,YDR335W,MSN5
1398,YDR336W,YDR336W
1399,YDR337W,MRPS28
1400,YDR338C,YDR338C
1401,YDR339C,FCF1
1402,YDR340W,YDR340W
1403,YDR341C,YDR341C
1404,YDR342C,HXT7
1405,YDR343C,HXT6
1406,YDR344C,YDR344C
1407,YDR345C,HXT3
1408,YDR346C,SVF1
1409,YDR347W,MRP1
1410,YDR348C,PAL1
1411,YDR349C,YPS7
1412,YDR350C,ATP22
1413,YDR351W,SBE2
1414,YDR352W,YPQ2
1415,YDR353W,TRR1
1416,YDR354C-A,YDR354C-A
1417,YDR354W,TRP4
1418,YDR355C,YDR355C
1419,YDR356W,SPC110
1420,YDR357C,CNL1
1421,YDR358W,GGA1
1422,YDR359C,EAF1
1423,YDR360W,OPI7
1424,YDR361C,BCP1
1425,YDR362C,TFC6
1426,YDR363W,ESC2
1427,YDR363W-A,SEM1
1428,YDR364C,CDC40
1429,YDR365C,ESF1
1430,YDR365W-A,YDR365W-A
1431,YDR365W-B,YDR365W-B
1432,YDR366C,YDR366C
1433,YDR367W,KEI1
1434,YDR368W,YPR1
1435,YDR369C,XRS2
1436,YDR370C,DXO1
1437,YDR371C-A,YDR371C-A
1438,YDR371W,CTS2
1439,YDR372C,VPS74
1440,YDR373W,FRQ1
1441,YDR374C,PHO92
1442,YDR374W-A,WIP1
1443,YDR375C,BCS1
1444,YDR376W,ARH1
1445,YDR377W,ATP17
1446,YDR378C,LSM6
1447,YDR379C-A,SDH6
1448,YDR379W,RGA2
1449,YDR380W,ARO10
1450,YDR381C-A,YDR381C-A
1451,YDR381W,YRA1
1452,YDR382W,RPP2B
1453,YDR383C,NKP1
1454,YDR384C,ATO3
1455,YDR385W,EFT2
1456,YDR386W,MUS81
1457,YDR387C,YDR387C
1458,YDR388W,RVS167
1459,YDR389W,SAC7
1460,YDR390C,UBA2
1461,YDR391C,YDR391C
1462,YDR392W,SPT3
1463,YDR393W,SHE9
1464,YDR394W,RPT3
1465,YDR395W,SXM1
1466,YDR396W,YDR396W
1467,YDR397C,NCB2
1468,YDR398W,UTP5
1469,YDR399W,HPT1
1470,YDR400W,URH1
1471,YDR401W,YDR401W
1472,YDR402C,DIT2
1473,YDR403W,DIT1
1474,YDR404C,RPB7
1475,YDR405W,MRP20
1476,YDR406W,PDR15
1477,YDR406W-A,YDR406W-A
1478,YDR407C,TRS120
1479,YDR408C,ADE8
1480,YDR409W,SIZ1
1481,YDR410C,STE14
1482,YDR411C,DFM1
1483,YDR412W,RRP17
1484,YDR413C,YDR413C
1485,YDR414C,ERD1
1486,YDR415C,YDR415C
1487,YDR416W,SYF1
1488,YDR417C,YDR417C
1489,YDR418W,RPL12B
1490,YDR419W,RAD30
1491,YDR420W,HKR1
1492,YDR421W,ARO80
1493,YDR422C,SIP1
1494,YDR423C,CAD1
1495,YDR424C,DYN2
1496,YDR425W,SNX41
1497,YDR426C,YDR426C
1498,YDR427W,RPN9
1499,YDR428C,BNA7
1500,YDR429C,TIF35
1501,YDR430C,CYM1
1502,YDR431W,YDR431W
1503,YDR432W,NPL3
1504,YDR433W,YDR433W
1505,YDR434W,GPI17
1506,YDR435C,PPM1
1507,YDR436W,PPZ2
1508,YDR437W,GPI19
1509,YDR438W,THI74
1510,YDR439W,LRS4
1511,YDR440W,DOT1
1512,YDR441C,APT2
1513,YDR442W,YDR442W
1514,YDR443C,SSN2
1515,YDR444W,YDR444W
1516,YDR445C,YDR445C
1517,YDR446W,ECM11
1518,YDR447C,RPS17B
1519,YDR448W,ADA2
1520,YDR449C,UTP6
1521,YDR450W,RPS18A
1522,YDR451C,YHP1
1523,YDR452W,PPN1
1524,YDR453C,TSA2
1525,YDR454C,GUK1
1526,YDR455C,YDR455C
1527,YDR456W,NHX1
1528,YDR457W,TOM1
1529,YDR458C,HEH2
1530,YDR459C,PFA5
1531,YDR460W,TFB3
1532,YDR461C-A,YDR461C-A
1533,YDR461W,MFA1
1534,YDR462W,MRPL28
1535,YDR463W,STP1
1536,YDR464C-A,YDR464C-A
1537,YDR464W,SPP41
1538,YDR465C,RMT2
1539,YDR466W,PKH3
1540,YDR467C,YDR467C
1541,YDR468C,TLG1
1542,YDR469W,SDC1
1543,YDR470C,UGO1
1544,YDR471W,RPL27B
1545,YDR472W,TRS31
1546,YDR473C,PRP3
1547,YDR475C,JIP4
1548,YDR476C,YDR476C
1549,YDR477W,SNF1
1550,YDR478W,SNM1
1551,YDR479C,PEX29
1552,YDR480W,DIG2
1553,YDR481C,PHO8
1554,YDR482C,CWC21
1555,YDR483W,KRE2
1556,YDR484W,VPS52
1557,YDR485C,VPS72
1558,YDR486C,VPS60
1559,YDR487C,RIB3
1560,YDR488C,PAC11
1561,YDR489W,SLD5
1562,YDR490C,PKH1
1563,YDR491C,YDR491C
1564,YDR492W,IZH1
1565,YDR493W,MZM1
1566,YDR494W,RSM28
1567,YDR495C,VPS3
1568,YDR496C,PUF6
1569,YDR497C,ITR1
1570,YDR498C,SEC20
1571,YDR499W,LCD1
1572,YDR500C,RPL37B
1573,YDR501W,PLM2
1574,YDR502C,SAM2
1575,YDR503C,LPP1
1576,YDR504C,SPG3
1577,YDR505C,PSP1
1578,YDR506C,GMC1
1579,YDR507C,GIN4
1580,YDR508C,GNP1
1581,YDR509W,YDR509W
1582,YDR510C-A,YDR510C-A
1583,YDR510W,SMT3
1584,YDR511W,SDH7
1585,YDR512C,EMI1
1586,YDR513W,GRX2
1587,YDR514C,YDR514C
1588,YDR515W,SLF1
1589,YDR516C,EMI2
1590,YDR517W,GRH1
1591,YDR518W,EUG1
1592,YDR519W,FPR2
1593,YDR520C,URC2
1594,YDR521W,YDR521W
1595,YDR522C,SPS2
1596,YDR523C,SPS1
1597,YDR524C,AGE1
1598,YDR524C-A,YDR524C-A
1599,YDR524C-B,YDR524C-B
1600,YDR524W-C,YDR524W-C
1601,YDR525W,API2
1602,YDR525W-A,SNA2
1603,YDR526C,YDR526C
1604,YDR527W,RBA50
1605,YDR528W,HLR1
1606,YDR529C,QCR7
1607,YDR530C,APA2
1608,YDR531W,CAB1
1609,YDR532C,KRE28
1610,YDR533C,HSP31
1611,YDR534C,FIT1
1612,YDR535C,YDR535C
1613,YDR536W,STL1
1614,YDR537C,YDR537C
1615,YDR538W,PAD1
1616,YDR539W,FDC1
1617,YDR540C,IRC4
1618,YDR541C,YDR541C
1619,YDR542W,PAU10
1620,YDR543C,YDR543C
1621,YDR544C,YDR544C
1622,YDR545C-A,YDR545C-A
1623,YDR545W,YRF1-1
1624,YEL001C,IRC22
1625,YEL002C,WBP1
1626,YEL003W,GIM4
1627,YEL004W,YEA4
1628,YEL005C,VAB2
1629,YEL006W,YEA6
1630,YEL007W,MIT1
1631,YEL008C-A,YEL008C-A
1632,YEL008W,YEL008W
1633,YEL009C,GCN4
1634,YEL009C-A,YEL009C-A
1635,YEL010W,YEL010W
1636,YEL011W,GLC3
1637,YEL012W,UBC8
1638,YEL013W,VAC8
1639,YEL014C,YEL014C
1640,YEL015W,EDC3
1641,YEL016C,NPP2
1642,YEL017C-A,PMP2
1643,YEL017W,GTT3
1644,YEL018C-A,YEL018C-A
1645,YEL018W,EAF5
1646,YEL019C,MMS21
1647,YEL020C,YEL020C
1648,YEL020C-B,YEL020C-B
1649,YEL020W-A,TIM9
1650,YEL021W,URA3
1651,YEL022W,GEA2
1652,YEL023C,YEL023C
1653,YEL024W,RIP1
1654,YEL025C,YEL025C
1655,YEL026W,SNU13
1656,YEL027W,VMA3
1657,YEL028W,YEL028W
1658,YEL029C,BUD16
1659,YEL030C-A,YEL030C-A
1660,YEL030W,ECM10
1661,YEL031W,SPF1
1662,YEL032C-A,YEL032C-A
1663,YEL032W,MCM3
1664,YEL033W,MTC7
1665,YEL034C-A,YEL034C-A
1666,YEL034W,HYP2
1667,YEL035C,UTR5
1668,YEL036C,ANP1
1669,YEL037C,RAD23
1670,YEL038W,UTR4
1671,YEL039C,CYC7
1672,YEL040W,UTR2
1673,YEL041W,YEF1
1674,YEL042W,GDA1
1675,YEL043W,YEL043W
1676,YEL044W,IES6
1677,YEL045C,YEL045C
1678,YEL046C,GLY1
1679,YEL047C,FRD1
1680,YEL048C,TCA17
1681,YEL049W,PAU2
1682,YEL050C,RML2
1683,YEL050W-A,YEL050W-A
1684,YEL051W,VMA8
1685,YEL052W,AFG1
1686,YEL053C,MAK10
1687,YEL053W-A,YEL053W-A
1688,YEL054C,RPL12A
1689,YEL055C,POL5
1690,YEL056W,HAT2
1691,YEL057C,YEL057C
1692,YEL058W,PCM1
1693,YEL059C-A,SOM1
1694,YEL059W,HHY1
1695,YEL060C,PRB1
1696,YEL061C,CIN8
1697,YEL062W,NPR2
1698,YEL063C,CAN1
1699,YEL064C,AVT2
1700,YEL065W,SIT1
1701,YEL066W,HPA3
1702,YEL067C,YEL067C
1703,YEL068C,YEL068C
1704,YEL069C,HXT13
1705,YEL070W,DSF1
1706,YEL071W,DLD3
1707,YEL072W,RMD6
1708,YEL073C,YEL073C
1709,YEL074W,YEL074W
1710,YEL075C,YEL075C
1711,YEL075W-A,YEL075W-A
1712,YEL076C,YEL076C
1713,YEL076C-A,YEL076C-A
1714,YEL077C,YEL077C
1715,YEL077W-A,YEL077W-A
1716,YER001W,MNN1
1717,YER002W,NOP16
1718,YER003C,PMI40
1719,YER004W,FMP52
1720,YER005W,YND1
1721,YER006C-A,YER006C-A
1722,YER006W,NUG1
1723,YER007C-A,TMA20
1724,YER007W,PAC2
1725,YER008C,SEC3
1726,YER009W,NTF2
1727,YER010C,YER010C
1728,YER011W,TIR1
1729,YER012W,PRE1
1730,YER013W,PRP22
1731,YER014C-A,BUD25
1732,YER014W,HEM14
1733,YER015W,FAA2
1734,YER016W,BIM1
1735,YER017C,AFG3
1736,YER018C,SPC25
1737,YER019C-A,SBH2
1738,YER019W,ISC1
1739,YER020W,GPA2
1740,YER021W,RPN3
1741,YER022W,SRB4
1742,YER023C-A,YER023C-A
1743,YER023W,PRO3
1744,YER024W,YAT2
1745,YER025W,GCD11
1746,YER026C,CHO1
1747,YER027C,GAL83
1748,YER028C,MIG3
1749,YER029C,SMB1
1750,YER030W,CHZ1
1751,YER031C,YPT31
1752,YER032W,FIR1
1753,YER033C,ZRG8
1754,YER034W,YER034W
1755,YER035W,EDC2
1756,YER036C,ARB1
1757,YER037W,PHM8
1758,YER038C,KRE29
1759,YER038W-A,YER038W-A
1760,YER039C,HVG1
1761,YER039C-A,YER039C-A
1762,YER040W,GLN3
1763,YER041W,YEN1
1764,YER042W,MXR1
1765,YER043C,SAH1
1766,YER044C,ERG28
1767,YER044C-A,MEI4
1768,YER045C,ACA1
1769,YER046W,SPO73
1770,YER046W-A,YER046W-A
1771,YER047C,SAP1
1772,YER048C,CAJ1
1773,YER048W-A,ISD11
1774,YER049W,TPA1
1775,YER050C,RSM18
1776,YER051W,JHD1
1777,YER052C,HOM3
1778,YER053C,PIC2
1779,YER053C-A,YER053C-A
1780,YER054C,GIP2
1781,YER055C,HIS1
1782,YER056C,FCY2
1783,YER056C-A,RPL34A
1784,YER057C,HMF1
1785,YER058W,PET117
1786,YER059W,PCL6
1787,YER060W,FCY21
1788,YER060W-A,FCY22
1789,YER061C,CEM1
1790,YER062C,GPP2
1791,YER063W,THO1
1792,YER064C,VHR2
1793,YER065C,ICL1
1794,YER066C-A,YER066C-A
1795,YER066W,RRT13
1796,YER067C-A,YER067C-A
1797,YER067W,RGI1
1798,YER068C-A,YER068C-A
1799,YER068W,MOT2
1800,YER069W,"ARG5,6"
1801,YER070W,RNR1
1802,YER071C,TDA2
1803,YER072W,VTC1
1804,YER073W,ALD5
1805,YER074W,RPS24A
1806,YER074W-A,YOS1
1807,YER075C,PTP3
1808,YER076C,YER076C
1809,YER076W-A,YER076W-A
1810,YER077C,YER077C
1811,YER078C,ICP55
1812,YER078W-A,YER078W-A
1813,YER079C-A,YER079C-A
1814,YER079W,YER079W
1815,YER080W,AIM9
1816,YER081W,SER3
1817,YER082C,UTP7
1818,YER083C,GET2
1819,YER084W,YER084W
1820,YER084W-A,YER084W-A
1821,YER085C,YER085C
1822,YER086W,ILV1
1823,YER087C-A,YER087C-A
1824,YER087C-B,SBH1
1825,YER087W,AIM10
1826,YER088C,DOT6
1827,YER088C-A,YER088C-A
1828,YER088W-B,YER088W-B
1829,YER089C,PTC2
1830,YER090C-A,YER090C-A
1831,YER090W,TRP2
1832,YER091C,MET6
1833,YER091C-A,YER091C-A
1834,YER092W,IES5
1835,YER093C,TSC11
1836,YER093C-A,AIM11
1837,YER094C,PUP3
1838,YER095W,RAD51
1839,YER096W,SHC1
1840,YER097W,YER097W
1841,YER098W,UBP9
1842,YER099C,PRS2
1843,YER100W,UBC6
1844,YER101C,AST2
1845,YER102W,RPS8B
1846,YER103W,SSA4
1847,YER104W,RTT105
1848,YER105C,NUP157
1849,YER106W,MAM1
1850,YER107C,GLE2
1851,YER107W-A,YER107W-A
1852,YER109C,FLO8
1853,YER110C,KAP123
1854,YER111C,SWI4
1855,YER112W,LSM4
1856,YER113C,TMN3
1857,YER114C,BOI2
1858,YER115C,SPR6
1859,YER116C,SLX8
1860,YER117W,RPL23B
1861,YER118C,SHO1
1862,YER119C,AVT6
1863,YER119C-A,YER119C-A
1864,YER120W,SCS2
1865,YER121W,YER121W
1866,YER122C,GLO3
1867,YER123W,YCK3
1868,YER124C,DSE1
1869,YER125W,RSP5
1870,YER126C,NSA2
1871,YER127W,LCP5
1872,YER128W,VFA1
1873,YER129W,SAK1
1874,YER130C,COM2
1875,YER131W,RPS26B
1876,YER132C,PMD1
1877,YER133W,GLC7
1878,YER133W-A,YER133W-A
1879,YER134C,YER134C
1880,YER135C,YER135C
1881,YER136W,GDI1
1882,YER137C,YER137C
1883,YER137C-A,YER137C-A
1884,YER137W-A,YER137W-A
1885,YER138C,YER138C
1886,YER138W-A,YER138W-A
1887,YER139C,RTR1
1888,YER140W,EMP65
1889,YER141W,COX15
1890,YER142C,MAG1
1891,YER143W,DDI1
1892,YER144C,UBP5
1893,YER145C,FTR1
1894,YER145C-A,YER145C-A
1895,YER146W,LSM5
1896,YER147C,SCC4
1897,YER147C-A,YER147C-A
1898,YER148W,SPT15
1899,YER148W-A,YER148W-A
1900,YER149C,PEA2
1901,YER150W,SPI1
1902,YER151C,UBP3
1903,YER152C,YER152C
1904,YER152W-A,YER152W-A
1905,YER153C,PET122
1906,YER154W,OXA1
1907,YER155C,BEM2
1908,YER156C,YER156C
1909,YER157W,COG3
1910,YER158C,YER158C
1911,YER158W-A,YER158W-A
1912,YER159C,BUR6
1913,YER159C-A,YER159C-A
1914,YER160C,YER160C
1915,YER161C,SPT2
1916,YER162C,RAD4
1917,YER163C,GCG1
1918,YER164W,CHD1
1919,YER165C-A,YER165C-A
1920,YER165W,PAB1
1921,YER166W,DNF1
1922,YER167W,BCK2
1923,YER168C,CCA1
1924,YER169W,RPH1
1925,YER170W,ADK2
1926,YER171W,RAD3
1927,YER172C,BRR2
1928,YER172C-A,YER172C-A
1929,YER173W,RAD24
1930,YER174C,GRX4
1931,YER175C,TMT1
1932,YER175W-A,YER175W-A
1933,YER176W,ECM32
1934,YER177W,BMH1
1935,YER178W,PDA1
1936,YER179W,DMC1
1937,YER180C,ISC10
1938,YER180C-A,SLO1
1939,YER181C,YER181C
1940,YER182W,FMP10
1941,YER183C,FAU1
1942,YER184C,TOG1
1943,YER185W,PUG1
1944,YER186C,YER186C
1945,YER187W,YER187W
1946,YER188C-A,YER188C-A
1947,YER188W,YER188W
1948,YER189W,YER189W
1949,YER190C-A,YER190C-A
1950,YER190C-B,YER190C-B
1951,YER190W,YRF1-2
1952,YFL001W,DEG1
1953,YFL002C,SPB4
1954,YFL002W-A,YFL002W-A
1955,YFL002W-B,YFL002W-B
1956,YFL003C,MSH4
1957,YFL004W,VTC2
1958,YFL005W,SEC4
1959,YFL007W,BLM10
1960,YFL008W,SMC1
1961,YFL009W,CDC4
1962,YFL010C,WWM1
1963,YFL010W-A,AUA1
1964,YFL011W,HXT10
1965,YFL012W,YFL012W
1966,YFL012W-A,YFL012W-A
1967,YFL013C,IES1
1968,YFL013W-A,YFL013W-A
1969,YFL014W,HSP12
1970,YFL015C,YFL015C
1971,YFL015W-A,YFL015W-A
1972,YFL016C,MDJ1
1973,YFL017C,GNA1
1974,YFL017W-A,SMX2
1975,YFL018C,LPD1
1976,YFL019C,YFL019C
1977,YFL020C,PAU5
1978,YFL021C-A,YFL021C-A
1979,YFL021W,GAT1
1980,YFL022C,FRS2
1981,YFL023W,BUD27
1982,YFL024C,EPL1
1983,YFL025C,BST1
1984,YFL026W,STE2
1985,YFL027C,GYP8
1986,YFL028C,CAF16
1987,YFL029C,CAK1
1988,YFL030W,AGX1
1989,YFL031C-A,YFL031C-A
1990,YFL031W,HAC1
1991,YFL032W,YFL032W
1992,YFL033C,RIM15
1993,YFL034C-A,RPL22B
1994,YFL034C-B,MOB2
1995,YFL034W,YFL034W
1996,YFL036W,RPO41
1997,YFL037W,TUB2
1998,YFL038C,YPT1
1999,YFL039C,ACT1
2000,YFL040W,YFL040W
2001,YFL041W,FET5
2002,YFL041W-A,YFL041W-A
2003,YFL042C,YFL042C
2004,YFL044C,OTU1
2005,YFL045C,SEC53
2006,YFL046W,FMP32
2007,YFL047W,RGD2
2008,YFL048C,EMP47
2009,YFL049W,SWP82
2010,YFL050C,ALR2
2011,YFL051C,YFL051C
2012,YFL052W,YFL052W
2013,YFL053W,DAK2
2014,YFL054C,YFL054C
2015,YFL055W,AGP3
2016,YFL056C,AAD6
2017,YFL058W,THI5
2018,YFL059W,SNZ3
2019,YFL060C,SNO3
2020,YFL061W,DDI2
2021,YFL062W,COS4
2022,YFL063W,YFL063W
2023,YFL064C,YFL064C
2024,YFL065C,YFL065C
2025,YFL066C,YFL066C
2026,YFL067W,YFL067W
2027,YFL068W,YFL068W
2028,YFR001W,LOC1
2029,YFR002W,NIC96
2030,YFR003C,YPI1
2031,YFR004W,RPN11
2032,YFR005C,SAD1
2033,YFR006W,YFR006W
2034,YFR007W,YFH7
2035,YFR008W,FAR7
2036,YFR009W,GCN20
2037,YFR009W-A,YFR009W-A
2038,YFR010W,UBP6
2039,YFR010W-A,YFR010W-A
2040,YFR011C,MIC19
2041,YFR012W,DCV1
2042,YFR012W-A,YFR012W-A
2043,YFR013W,IOC3
2044,YFR014C,CMK1
2045,YFR015C,GSY1
2046,YFR016C,YFR016C
2047,YFR017C,IGD1
2048,YFR018C,YFR018C
2049,YFR019W,FAB1
2050,YFR020W,YFR020W
2051,YFR021W,ATG18
2052,YFR022W,ROG3
2053,YFR023W,PES4
2054,YFR024C-A,LSB3
2055,YFR025C,HIS2
2056,YFR026C,ULI1
2057,YFR027W,ECO1
2058,YFR028C,CDC14
2059,YFR029W,PTR3
2060,YFR030W,MET10
2061,YFR031C,SMC2
2062,YFR031C-A,RPL2A
2063,YFR032C,RRT5
2064,YFR032C-A,RPL29
2065,YFR032C-B,YFR032C-B
2066,YFR033C,QCR6
2067,YFR034C,PHO4
2068,YFR034W-A,YFR034W-A
2069,YFR035C,YFR035C
2070,YFR036W,CDC26
2071,YFR036W-A,YFR036W-A
2072,YFR037C,RSC8
2073,YFR038W,IRC5
2074,YFR039C,OSW7
2075,YFR040W,SAP155
2076,YFR041C,ERJ5
2077,YFR042W,KEG1
2078,YFR043C,IRC6
2079,YFR044C,DUG1
2080,YFR045W,YFR045W
2081,YFR046C,CNN1
2082,YFR047C,BNA6
2083,YFR048W,RMD8
2084,YFR049W,YMR31
2085,YFR050C,PRE4
2086,YFR051C,RET2
2087,YFR052C-A,YFR052C-A
2088,YFR052W,RPN12
2089,YFR053C,HXK1
2090,YFR054C,YFR054C
2091,YFR055W,IRC7
2092,YFR056C,YFR056C
2093,YFR057W,YFR057W
2094,YGL001C,ERG26
2095,YGL002W,ERP6
2096,YGL003C,CDH1
2097,YGL004C,RPN14
2098,YGL005C,COG7
2099,YGL006W,PMC1
2100,YGL006W-A,YGL006W-A
2101,YGL007C-A,YGL007C-A
2102,YGL007W,BRP1
2103,YGL008C,PMA1
2104,YGL009C,LEU1
2105,YGL010W,MPO1
2106,YGL011C,SCL1
2107,YGL012W,ERG4
2108,YGL013C,PDR1
2109,YGL014C-A,YGL014C-A
2110,YGL014W,PUF4
2111,YGL015C,YGL015C
2112,YGL016W,KAP122
2113,YGL017W,ATE1
2114,YGL018C,JAC1
2115,YGL019W,CKB1
2116,YGL020C,GET1
2117,YGL021W,ALK1
2118,YGL022W,STT3
2119,YGL023C,PIB2
2120,YGL024W,YGL024W
2121,YGL025C,PGD1
2122,YGL026C,TRP5
2123,YGL027C,CWH41
2124,YGL028C,SCW11
2125,YGL029W,CGR1
2126,YGL030W,RPL30
2127,YGL031C,RPL24A
2128,YGL032C,AGA2
2129,YGL033W,HOP2
2130,YGL034C,YGL034C
2131,YGL035C,MIG1
2132,YGL036W,YGL036W
2133,YGL037C,PNC1
2134,YGL038C,OCH1
2135,YGL039W,YGL039W
2136,YGL040C,HEM2
2137,YGL041C,YGL041C
2138,YGL041C-B,YGL041C-B
2139,YGL041W-A,YGL041W-A
2140,YGL042C,YGL042C
2141,YGL043W,DST1
2142,YGL044C,RNA15
2143,YGL045W,RIM8
2144,YGL047W,ALG13
2145,YGL048C,RPT6
2146,YGL049C,TIF4632
2147,YGL050W,TYW3
2148,YGL051W,MST27
2149,YGL052W,YGL052W
2150,YGL053W,PRM8
2151,YGL054C,ERV14
2152,YGL055W,OLE1
